EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,DOB,PerformanceScore
3019,Elyse,Morrow,15-Apr-22,04-Jul-23,Production Technician I,Thomas Humphrey,elyse.morrow@bilearner.com,21-09-1979,PIP
3020,Lincoln,Brady,25-Jul-23,,Production Technician I,Paula Perez,lincoln.brady@bilearner.com,07-01-1944,PIP
3021,Allisson,Braun,31-Aug-20,,Production Technician I,Scott Torres,allisson.braun@bilearner.com,14-05-1987,PIP
3022,Leonel,Chang,10-Oct-18,17-May-20,Production Technician I,Miguel Rodgers,leonel.chang@bilearner.com,16-07-1976,PIP
3023,Marshall,Lucas,15-Jan-19,03-Apr-21,Production Technician II,Grant Brooks,marshall.lucas@bilearner.com,30-01-1958,PIP
3024,Haiden,Scott,26-Dec-21,,Production Technician II,Kristina Jackson,haiden.scott@bilearner.com,28-03-1962,Fully Meets
3025,Kyan,Miranda,23-May-22,,Production Technician II,Melissa Stuart,kyan.miranda@bilearner.com,29-03-1999,Fully Meets
3026,Ayanna,Garrison,23-Aug-22,,Production Technician II,Deborah Lopez,ayanna.garrison@bilearner.com,05-08-1943,Fully Meets
3027,Alan,Woods,27-May-23,28-Jul-23,Production Technician II,Erin George,alan.woods@bilearner.com,08-05-1943,Fully Meets
3028,Teagan,Phelps,10-Aug-18,25-Jul-21,Production Technician II,Brian Green,teagan.phelps@bilearner.com,02-05-2000,Fully Meets
3029,Malachi,Burnett,24-Oct-21,03-Feb-23,Production Technician II,Tommy Lee,malachi.burnett@bilearner.com,14-06-1959,Fully Meets
3030,Kadin,Mcdowell,05-Jul-22,03-Jan-23,Production Technician II,Kevin Davis,kadin.mcdowell@bilearner.com,10-08-1953,Fully Meets
3031,Reed,Brandt,22-Jan-22,03-Mar-23,Production Technician I,Jamie Anderson,reed.brandt@bilearner.com,13-07-1960,Fully Meets
3032,Cristofer,Schwartz,27-Mar-23,23-Jul-23,Production Technician I,Maria Hall,cristofer.schwartz@bilearner.com,10-11-1941,Fully Meets
3033,Jaelynn,Salazar,26-Aug-19,09-Mar-22,Production Technician I,Bryan Clark,jaelynn.salazar@bilearner.com,17-03-1946,Fully Meets
3034,Macie,Hayes,16-Oct-21,,Production Technician I,Brandy Rivera,macie.hayes@bilearner.com,04-05-1967,Fully Meets
3035,Rodney,Snow,14-Jun-19,,Production Technician I,Kenneth Parker,rodney.snow@bilearner.com,14-09-1950,Fully Meets
3036,Reece,Potts,05-Jul-20,,Production Technician I,Barbara Perkins,reece.potts@bilearner.com,28-06-1957,Fully Meets
3037,Catalina,Eaton,02-Mar-20,,Production Technician I,Lindsey Martin,catalina.eaton@bilearner.com,06-10-1989,Fully Meets
3038,Heidi,Manning,11-Nov-20,28-Apr-21,Production Technician I,David Stark,heidi.manning@bilearner.com,20-08-1955,Fully Meets
3039,Marquis,Johns,22-Dec-19,,Production Technician I,Evan Hernandez,marquis.johns@bilearner.com,24-03-1966,Fully Meets
3040,Areli,Torres,14-Dec-20,,Production Technician I,Caleb Floyd Jr.,areli.torres@bilearner.com,01-02-1984,Fully Meets
3041,Rey,Morton,20-Jun-20,,Production Technician I,Brandon Atkinson,rey.morton@bilearner.com,22-04-2000,Fully Meets
3042,Deven,Gillespie,09-Jun-23,12-Jul-23,Production Technician I,Alisha Ramirez,deven.gillespie@bilearner.com,24-06-1961,Exceeds
3043,Rowan,Gilbert,25-Sep-22,,Production Technician I,Caroline Duffy,rowan.gilbert@bilearner.com,06-03-1963,Exceeds
3044,Cullen,Ruiz,26-Aug-20,30-Dec-20,Production Technician I,Charles Dean,cullen.ruiz@bilearner.com,27-02-1966,Exceeds
3045,Kamron,Goodwin,28-Aug-19,,Production Technician I,Nicholas Duncan,kamron.goodwin@bilearner.com,10-02-1968,Exceeds
3046,Claudia,Melton,02-Jun-23,09-Jul-23,Production Technician II,Anna Davidson,claudia.melton@bilearner.com,05-06-1983,Exceeds
3047,Francesca,Lowe,12-Sep-18,,Production Technician II,Micheal Merritt,francesca.lowe@bilearner.com,03-10-1965,Exceeds
3048,Violet,Horn,15-Jul-23,,Production Technician II,Jeffrey Espinoza,violet.horn@bilearner.com,13-03-1978,Fully Meets
3049,Carlie,Wagner,02-Jul-23,25-Jul-23,Production Technician II,Joshua Diaz,carlie.wagner@bilearner.com,12-05-1948,Fully Meets
3050,Harmony,Pruitt,10-Feb-20,,Production Technician II,Joshua Hunt,harmony.pruitt@bilearner.com,22-09-1970,Fully Meets
3051,Briley,Huerta,27-Aug-21,01-May-22,Production Technician II,Alex Holt,briley.huerta@bilearner.com,13-02-1972,Fully Meets
3052,Ean,Barajas,25-Jan-20,05-Feb-23,Production Technician II,Ralph Delgado,ean.barajas@bilearner.com,09-06-1948,Fully Meets
3053,Dayana,Gregory,26-Mar-20,08-Oct-21,Production Technician II,Rodney Burch,dayana.gregory@bilearner.com,04-01-1958,Fully Meets
3054,Zaniyah,Mccarthy,23-Oct-20,,Production Technician I,Joseph Norris,zaniyah.mccarthy@bilearner.com,26-10-1949,Fully Meets
3055,Matthias,Simon,27-Dec-20,07-Dec-21,Production Technician I,Anthony Guerrero,matthias.simon@bilearner.com,04-11-1987,Fully Meets
3056,Lyric,Butler,21-Jun-22,,Production Technician I,Brittany Johnson,lyric.butler@bilearner.com,29-10-1943,Fully Meets
3057,Bridger,Duran,09-Nov-22,09-Jul-23,Production Technician I,Richard Contreras,bridger.duran@bilearner.com,01-02-1988,Fully Meets
3058,Amirah,Cline,11-Feb-19,30-Jul-20,Production Technician I,Shelia Goodwin,amirah.cline@bilearner.com,19-08-1965,Fully Meets
3059,Izaiah,Gallagher,28-Mar-21,,Production Technician I,James Walker,izaiah.gallagher@bilearner.com,05-08-1972,Fully Meets
3060,Marcelo,Galvan,29-Aug-20,,Production Technician I,Patrick Martinez,marcelo.galvan@bilearner.com,03-01-1951,Fully Meets
3061,Kaylynn,Odom,03-Jan-23,05-Aug-23,Production Technician I,Brandon Hernandez,kaylynn.odom@bilearner.com,26-09-1956,Fully Meets
3062,Oliver,Dalton,28-Nov-22,,Production Technician I,Courtney Poole,oliver.dalton@bilearner.com,16-11-1987,Fully Meets
3063,Patience,Henry,22-Dec-21,03-Aug-23,Production Technician I,Deborah Diaz,patience.henry@bilearner.com,21-10-1983,Fully Meets
3064,London,Pennington,08-Jul-23,,Production Technician I,Meagan Gaines,london.pennington@bilearner.com,23-08-1962,Fully Meets
3065,Anna,Salazar,21-Apr-21,21-Sep-21,Production Technician I,Thomas Jackson,anna.salazar@bilearner.com,07-10-1976,Fully Meets
3066,Vicente,Davis,28-Jul-22,20-Oct-22,Production Technician I,Jamie Pope,vicente.davis@bilearner.com,12-04-1967,Fully Meets
3067,Annabel,Lewis,05-Nov-19,,Production Technician I,Joseph Lane,annabel.lewis@bilearner.com,21-03-1982,Fully Meets
3068,Alana,Nunez,22-May-22,08-Dec-22,Production Technician I,Rose Johnson,alana.nunez@bilearner.com,02-05-1947,Fully Meets
3069,Jaylen,Donaldson,19-Oct-19,03-Dec-21,Production Technician II,David Hicks,jaylen.donaldson@bilearner.com,14-02-1999,Fully Meets
3070,Malakai,Shelton,25-Dec-19,24-Jul-21,Production Technician II,Geoffrey Curtis,malakai.shelton@bilearner.com,05-05-1972,Fully Meets
3071,Erick,Wood,04-Nov-22,26-Nov-22,Production Technician II,Holly Miller,erick.wood@bilearner.com,26-01-1956,Fully Meets
3072,Daniel,Frye,26-Apr-23,30-May-23,Production Technician II,Ronald Shepherd DDS,daniel.frye@bilearner.com,15-02-1986,Fully Meets
3073,Jayvon,Simpson,26-Oct-22,16-May-23,Production Technician II,Jeremy Ray,jayvon.simpson@bilearner.com,26-04-1987,Fully Meets
3074,Bryant,Singleton,14-Jul-20,27-Jun-22,Production Technician II,Barbara Clark,bryant.singleton@bilearner.com,04-10-1963,Fully Meets
3075,Adam,Meza,12-Mar-23,,Production Technician II,Joshua Peters,adam.meza@bilearner.com,09-01-1969,Fully Meets
3076,Omari,Keller,26-Apr-23,,Production Technician II,Daniel Smith,omari.keller@bilearner.com,26-05-1998,Fully Meets
3077,Asher,Miles,17-Sep-22,12-Jun-23,Production Technician I,Audrey Hamilton,asher.miles@bilearner.com,16-08-1958,Fully Meets
3078,Makaila,Baxter,08-Jan-21,01-Apr-23,Production Technician I,Aaron Andrews,makaila.baxter@bilearner.com,14-04-1960,Fully Meets
3079,Tommy,Carter,18-Dec-20,16-Sep-22,Production Technician I,David Moore,tommy.carter@bilearner.com,09-07-1973,Fully Meets
3080,Zavier,Reese,12-Sep-20,22-Nov-22,Production Technician I,Brittany Ray,zavier.reese@bilearner.com,19-06-1999,Fully Meets
3081,Colt,Kemp,20-Oct-20,,Production Technician I,Jonathan Jones,colt.kemp@bilearner.com,17-03-1980,Fully Meets
3082,Marco,Robles,18-Nov-22,,Production Technician I,Brian Jennings,marco.robles@bilearner.com,04-10-1988,Fully Meets
3083,Nick,Palmer,14-Jan-23,,Production Technician I,Sandra Reed,nick.palmer@bilearner.com,24-05-1967,Fully Meets
3084,Mekhi,Hopkins,27-Oct-20,08-Jun-22,Production Technician I,Erica Davis,mekhi.hopkins@bilearner.com,29-06-1996,Fully Meets
3085,Eileen,Oneal,29-Aug-20,,Production Technician I,Sara Mckay,eileen.oneal@bilearner.com,04-03-1963,Fully Meets
3086,Alani,Cooley,23-Dec-19,05-Aug-23,Production Technician I,Julie Donovan,alani.cooley@bilearner.com,29-03-1987,Fully Meets
3087,Corinne,Campos,03-Jul-23,,Production Technician I,Duane Kelly,corinne.campos@bilearner.com,08-02-1948,Fully Meets
3088,Heaven,Nelson,26-Sep-22,,Production Technician I,Amy Boyd,heaven.nelson@bilearner.com,20-03-1944,Fully Meets
3089,Baylee,Castaneda,09-May-20,25-Jul-23,Production Technician I,Laura Mayo,baylee.castaneda@bilearner.com,16-05-1963,Fully Meets
3090,Morgan,Roth,08-Mar-23,,Production Technician I,Brittany Rios,morgan.roth@bilearner.com,14-02-1957,Fully Meets
3091,Kali,Hensley,27-Feb-19,31-Aug-20,Production Technician I,Charles Cruz,kali.hensley@bilearner.com,06-03-1958,Fully Meets
3092,Beckett,Sandoval,12-Jan-20,12-Jul-23,Production Technician II,Carolyn Stewart,beckett.sandoval@bilearner.com,10-12-1979,Fully Meets
3093,Isabell,Meadows,29-Jun-19,10-Jan-21,Production Technician II,Daniel Hinton,isabell.meadows@bilearner.com,21-09-1976,Fully Meets
3094,Jordin,Alexander,15-Jul-21,29-Sep-21,Production Technician II,Joshua Foster,jordin.alexander@bilearner.com,18-10-1963,Fully Meets
3095,Frederick,Carney,19-Aug-22,,Production Technician II,Summer Dickerson,frederick.carney@bilearner.com,11-03-1943,Fully Meets
3096,Baron,Lindsey,23-Sep-19,09-Apr-23,Production Technician II,Mr. Joseph Ashley,baron.lindsey@bilearner.com,07-09-1974,Fully Meets
3097,Rigoberto,Gentry,11-Oct-20,06-Jan-21,Production Technician II,Bethany Gaines,rigoberto.gentry@bilearner.com,11-06-1961,Fully Meets
3098,Rayne,Chambers,18-Aug-21,,Production Technician II,Melvin Dean,rayne.chambers@bilearner.com,09-06-1944,Fully Meets
3099,Laila,Simmons,17-Dec-22,,Production Technician I,Zachary Smith,laila.simmons@bilearner.com,02-09-1965,Exceeds
3100,Carsen,Schmidt,25-Oct-20,28-Dec-21,Production Technician I,Kevin Davis,carsen.schmidt@bilearner.com,08-06-1950,Fully Meets
3101,Bethany,Mckay,23-Jan-23,,Production Technician I,Erica Harper,bethany.mckay@bilearner.com,09-03-1961,Fully Meets
3102,Eden,Robles,15-Mar-19,03-Aug-22,Production Technician I,Stephanie Frost,eden.robles@bilearner.com,10-10-1992,Exceeds
3103,Abel,Snow,06-Jul-23,23-Jul-23,Production Technician I,Bryan Ortega DVM,abel.snow@bilearner.com,16-01-1960,Fully Meets
3104,Ashton,Winters,29-May-22,,Production Technician I,Matthew Smith,ashton.winters@bilearner.com,14-01-1944,Fully Meets
3105,Josie,Melton,07-Jun-20,09-Jul-22,Production Technician I,Scott Stone,josie.melton@bilearner.com,12-05-1943,Fully Meets
3106,Bruno,Jimenez,21-Mar-20,,Production Technician I,Frances Martinez,bruno.jimenez@bilearner.com,30-03-2000,Fully Meets
3107,Elijah,Barr,21-Jun-21,11-Nov-22,Production Technician I,Heather Adams,elijah.barr@bilearner.com,26-12-1971,Fully Meets
3108,Oswaldo,Hanson,22-Oct-21,12-May-22,Production Technician I,Julie Hernandez,oswaldo.hanson@bilearner.com,05-07-1945,Fully Meets
3109,Samara,Roberson,20-Oct-18,,Production Technician I,Timothy Myers,samara.roberson@bilearner.com,25-04-1999,PIP
3110,Luis,Frazier,16-Mar-22,,Production Technician I,Anna Walters,luis.frazier@bilearner.com,11-02-1956,Fully Meets
3111,Jaquan,Hancock,13-Dec-18,,Production Technician I,Ebony Adkins,jaquan.hancock@bilearner.com,07-05-1958,Fully Meets
3112,Emanuel,George,08-Oct-21,11-Aug-22,Production Technician I,Molly Guerrero,emanuel.george@bilearner.com,15-11-1946,Fully Meets
3113,Giselle,Calderon,03-Feb-19,02-Apr-19,Production Technician II,Donna Duffy,giselle.calderon@bilearner.com,02-07-1981,Fully Meets
3114,Cullen,French,30-Sep-18,,Production Technician II,Corey Barry,cullen.french@bilearner.com,06-07-1957,Fully Meets
3115,Braiden,Kirby,12-Jul-21,17-Aug-21,Production Technician II,Paul Brewer,braiden.kirby@bilearner.com,01-01-1964,Fully Meets
3116,Johnathan,Harmon,04-Mar-21,,Production Technician II,Steven Brown,johnathan.harmon@bilearner.com,24-10-1981,Fully Meets
3117,Camren,Bridges,27-Oct-19,,Production Technician II,Kyle Anderson,camren.bridges@bilearner.com,14-12-1941,Fully Meets
3118,Jeramiah,Chandler,28-Jan-19,14-Dec-20,Production Technician II,Dr. Anna Hayes DVM,jeramiah.chandler@bilearner.com,14-12-1956,Fully Meets
3119,Dana,Stevenson,10-Jan-21,,Production Technician I,Thomas Bautista,dana.stevenson@bilearner.com,05-06-1993,Fully Meets
3120,Angelique,Hogan,05-Aug-21,02-Mar-23,Production Technician I,Andrew Davis,angelique.hogan@bilearner.com,03-02-1946,Fully Meets
3121,Moriah,Dodson,07-Nov-22,02-Mar-23,Production Technician I,Rachel Chaney,moriah.dodson@bilearner.com,17-10-1949,Fully Meets
3122,Connor,Bray,23-Jan-22,26-Jun-22,Production Technician I,Rachel Barr MD,connor.bray@bilearner.com,23-09-1946,Fully Meets
3123,Zaiden,Leblanc,12-Jul-21,,Production Technician I,Michael Hays,zaiden.leblanc@bilearner.com,03-05-1951,Fully Meets
3124,Taliyah,Yang,05-Jan-19,04-Nov-21,Production Technician I,Kristi Cox,taliyah.yang@bilearner.com,28-08-1991,Fully Meets
3125,Boston,Cochran,07-Apr-20,21-Mar-21,Production Technician I,Tracey Wu,boston.cochran@bilearner.com,08-09-1992,Fully Meets
3126,Amelia,Mueller,27-Apr-22,,Production Technician I,Samuel Frye,amelia.mueller@bilearner.com,02-07-1978,Fully Meets
3127,Lillianna,Hull,14-Jun-22,05-Dec-22,Production Technician I,Stacey Robles,lillianna.hull@bilearner.com,26-10-1991,Fully Meets
3128,Laci,Frederick,13-Jan-19,,Production Technician I,James Flynn,laci.frederick@bilearner.com,15-04-1974,Fully Meets
3129,Jayda,Chapman,21-Jun-19,,Production Technician I,Douglas Jacobson,jayda.chapman@bilearner.com,11-07-1985,Fully Meets
3130,Kennedy,Beard,10-Aug-20,14-Jan-23,Production Technician I,Scott Dawson,kennedy.beard@bilearner.com,09-05-1981,Fully Meets
3131,Alma,Hanna,13-Apr-21,11-Jun-22,Production Technician I,Patricia Potter,alma.hanna@bilearner.com,28-01-1954,Fully Meets
3132,Ximena,Suarez,27-Apr-20,18-Oct-22,Production Technician I,Brian Gregory,ximena.suarez@bilearner.com,20-09-1979,Fully Meets
3133,Aydin,Dixon,25-Feb-22,02-Mar-22,Production Technician I,Jackie Davis,aydin.dixon@bilearner.com,23-10-1958,Fully Meets
3134,Heidi,Joyce,06-Dec-18,01-Dec-22,Production Technician II,Keith George,heidi.joyce@bilearner.com,15-04-1947,Exceeds
3135,Elle,Spears,12-Mar-20,06-Jun-23,Production Technician II,Jennifer Smith,elle.spears@bilearner.com,25-04-1993,Fully Meets
3136,Cesar,Anderson,16-Nov-22,,Production Technician II,Timothy Brown,cesar.anderson@bilearner.com,17-05-1997,Fully Meets
3137,Dean,Mckenzie,09-Dec-18,25-Jun-23,Production Technician II,Justin Wells,dean.mckenzie@bilearner.com,03-06-1995,Fully Meets
3138,Isabell,Wu,25-Dec-22,08-Mar-23,Production Technician II,Rachel Crawford,isabell.wu@bilearner.com,07-04-1987,Fully Meets
3139,Kenny,Blanchard,19-Nov-21,,Production Technician II,Jasmine Williamson,kenny.blanchard@bilearner.com,11-08-1971,Fully Meets
3140,Evie,Beard,01-Mar-22,,Production Technician I,Andrew Smith,evie.beard@bilearner.com,02-04-1990,Fully Meets
3141,Aliya,Morton,17-Mar-21,,Production Technician I,Jennifer Reeves,aliya.morton@bilearner.com,10-07-1970,Exceeds
3142,Ingrid,Wilkins,10-Feb-21,,Production Technician I,Theresa Foster,ingrid.wilkins@bilearner.com,20-07-1949,Fully Meets
3143,Morgan,Elliott,28-Sep-18,,Production Technician I,Emily Carter,morgan.elliott@bilearner.com,25-06-1947,Fully Meets
3144,Shannon,Lambert,09-Feb-21,,Production Technician I,Debra Perez,shannon.lambert@bilearner.com,19-09-1956,Exceeds
3145,Prince,Petty,27-Sep-20,04-Mar-22,Production Technician I,James Ware,prince.petty@bilearner.com,30-10-1995,Fully Meets
3146,Abril,Joseph,16-Dec-18,,Production Technician I,Gregory Hall,abril.joseph@bilearner.com,18-10-1978,Fully Meets
3147,Bobby,Levy,17-Jul-23,28-Jul-23,Production Technician I,Donna Yang,bobby.levy@bilearner.com,23-04-1999,Fully Meets
3148,Gustavo,Durham,28-May-20,14-Dec-21,Production Technician I,Adrienne Barnett,gustavo.durham@bilearner.com,01-03-1950,Exceeds
3149,Teagan,Stevens,01-Mar-21,05-Apr-23,Production Technician I,Yvonne Bush,teagan.stevens@bilearner.com,27-09-1983,Exceeds
3150,Neil,Patton,12-Feb-22,,Production Technician I,Mark Silva,neil.patton@bilearner.com,02-08-1955,Fully Meets
3151,Khalil,Guzman,26-Feb-22,,Production Technician I,Melissa Wheeler DDS,khalil.guzman@bilearner.com,15-11-1965,Exceeds
3152,Alaina,Mayo,05-Jul-22,28-Dec-22,Production Technician I,Mr. Tony Collier,alaina.mayo@bilearner.com,29-12-1953,Exceeds
3153,Jagger,Morgan,29-Nov-19,11-Mar-22,Production Technician I,Kathleen Johnson,jagger.morgan@bilearner.com,13-12-1994,Fully Meets
3154,Donavan,Kennedy,22-Feb-19,,Production Technician I,Julia Davis,donavan.kennedy@bilearner.com,21-05-1949,Fully Meets
3155,Amy,Frederick,16-Jul-20,15-Feb-22,Production Technician I,Amanda Carter,amy.frederick@bilearner.com,14-03-1951,Fully Meets
3156,Pierce,Charles,18-Jul-19,19-Feb-20,Production Technician II,Jenny Ray,pierce.charles@bilearner.com,16-07-1962,Fully Meets
3157,Deegan,Pham,10-Mar-19,16-Nov-21,Production Technician II,Kimberly Collier,deegan.pham@bilearner.com,16-03-1984,Exceeds
3158,Seth,Oneill,30-May-23,21-Jul-23,Production Technician II,Michael Hendricks,seth.oneill@bilearner.com,21-01-1976,Exceeds
3159,Mollie,Woodward,23-Aug-18,19-Jun-19,Production Technician II,Lindsay White,mollie.woodward@bilearner.com,29-05-1978,Fully Meets
3160,Baylee,Warner,06-Mar-19,,Production Technician II,Madeline Henderson,baylee.warner@bilearner.com,18-04-1951,Exceeds
3161,Celeste,Allison,01-Aug-23,02-Aug-23,Production Technician II,Erin Maxwell,celeste.allison@bilearner.com,17-04-1983,Fully Meets
3162,Camryn,Clark,24-Feb-20,24-Dec-20,Production Technician II,Kaitlin Thomas MD,camryn.clark@bilearner.com,27-08-1997,Fully Meets
3163,Geovanni,Crawford,26-Sep-19,,Production Technician I,Taylor Martin,geovanni.crawford@bilearner.com,13-03-1979,Fully Meets
3164,Danielle,Blanchard,07-Dec-22,08-Jun-23,Production Technician I,Natalie Hogan,danielle.blanchard@bilearner.com,18-03-1997,Fully Meets
3165,Kasey,Pineda,08-Mar-19,08-Feb-21,Production Technician I,Kenneth Wilkinson,kasey.pineda@bilearner.com,24-12-1994,Fully Meets
3166,Kenzie,Friedman,06-Aug-19,27-Jul-22,Production Technician I,Michelle Beasley,kenzie.friedman@bilearner.com,02-11-1993,Exceeds
3167,Destinee,Mejia,19-Jun-19,,Production Technician I,Karina Hampton,destinee.mejia@bilearner.com,19-09-1943,Exceeds
3168,Deshawn,Henry,08-Feb-22,18-Jul-23,Production Technician I,Timothy Price,deshawn.henry@bilearner.com,24-05-1990,Fully Meets
3169,Cristian,Ritter,08-Jun-19,29-Jan-21,Production Technician I,Jade Howell,cristian.ritter@bilearner.com,03-04-1951,Exceeds
3170,Demarcus,Huffman,28-Jan-22,23-Jun-23,Production Technician I,David Harrison,demarcus.huffman@bilearner.com,23-01-1992,Fully Meets
3171,Regina,Lopez,26-Aug-20,11-Aug-22,Production Technician I,Courtney Neal,regina.lopez@bilearner.com,25-02-1995,Fully Meets
3172,Justice,Clark,22-Apr-19,,Production Technician I,Elizabeth Allen,justice.clark@bilearner.com,09-07-1983,Fully Meets
3173,Tucker,Sweeney,21-Dec-22,30-May-23,Production Technician I,Gloria Vaughn,tucker.sweeney@bilearner.com,14-03-1957,Fully Meets
3174,Roy,Pratt,12-Oct-22,03-Jul-23,Production Technician I,Tracy Warner,roy.pratt@bilearner.com,13-06-1961,Fully Meets
3175,Raphael,Whitney,23-Jul-23,01-Aug-23,Production Technician I,Richard Cox,raphael.whitney@bilearner.com,11-07-1947,Fully Meets
3176,Cade,Palmer,13-Dec-18,23-Jun-20,Production Technician I,Jessica Morgan,cade.palmer@bilearner.com,24-02-2000,Exceeds
3177,Abel,Potts,30-Sep-19,23-Jun-21,Production Technician I,Lori Martin,abel.potts@bilearner.com,13-03-2000,Fully Meets
3178,Wayne,Leon,24-Jan-20,09-Jun-23,Production Technician II,Eric Lopez,wayne.leon@bilearner.com,30-04-1990,PIP
3179,Amya,Armstrong,23-Dec-20,17-Mar-21,Production Technician II,Victoria Thomas,amya.armstrong@bilearner.com,22-12-1941,Fully Meets
3180,Johnny,Whitehead,07-Jun-19,11-Jan-20,Production Technician II,Jennifer Dean,johnny.whitehead@bilearner.com,27-10-1997,Fully Meets
3181,Antwan,Clayton,25-Dec-19,14-Nov-21,Production Technician II,Cameron Harris,antwan.clayton@bilearner.com,17-07-1959,Fully Meets
3182,Dexter,Preston,26-Jan-23,,Production Technician II,Benjamin Cantrell,dexter.preston@bilearner.com,21-11-1971,PIP
3183,Uriah,Guerrero,03-Nov-22,03-Aug-23,Production Technician II,Victor Warren,uriah.guerrero@bilearner.com,15-02-1953,PIP
3184,Dakota,Oliver,13-May-22,,Production Technician I,Brian Roberts,dakota.oliver@bilearner.com,21-05-1972,PIP
3185,Selena,Yoder,23-Sep-20,15-Mar-23,Production Technician I,Tina Wright,selena.yoder@bilearner.com,10-11-1999,PIP
3186,Kaila,Flowers,29-Aug-21,08-Nov-22,Production Technician I,Mary Weber,kaila.flowers@bilearner.com,03-05-1967,Fully Meets
3187,Dashawn,Ramirez,13-Dec-22,11-Jan-23,Production Technician I,Eric Riley Jr.,dashawn.ramirez@bilearner.com,08-04-1962,PIP
3188,Meghan,Ray,06-Nov-22,,Production Technician I,Kathy Wong,meghan.ray@bilearner.com,04-11-1978,Fully Meets
3189,Jasiah,Palmer,04-Aug-23,,Production Technician I,Ernest Bates,jasiah.palmer@bilearner.com,21-07-1964,PIP
3190,Jaiden,Hawkins,15-Nov-20,,Production Technician I,Brittany Allen,jaiden.hawkins@bilearner.com,10-02-1998,PIP
3191,Monserrat,Miranda,06-Jul-22,12-Aug-22,Production Technician I,Krystal Newton,monserrat.miranda@bilearner.com,28-01-1945,Fully Meets
3192,Johnathon,Lynch,21-Apr-19,12-Jan-22,Production Technician I,Alexandra Goodman,johnathon.lynch@bilearner.com,12-01-1997,Fully Meets
3193,Dayanara,Murray,28-Aug-21,,Production Technician I,Kevin Baker,dayanara.murray@bilearner.com,24-01-1946,PIP
3194,Alessandro,Sawyer,25-Mar-21,,Production Technician I,Holly Mooney,alessandro.sawyer@bilearner.com,11-08-1995,Fully Meets
3195,Kaylen,Hogan,16-Jul-20,15-Oct-20,Production Technician I,Latasha Garrison,kaylen.hogan@bilearner.com,31-01-1981,Fully Meets
3196,Karley,Michael,28-Nov-18,14-Aug-21,Production Technician I,James Hawkins,karley.michael@bilearner.com,12-11-1974,Fully Meets
3197,Erik,Parks,27-Jun-19,,Production Technician I,Kevin Mason,erik.parks@bilearner.com,31-03-1977,PIP
3198,Violet,Bennett,04-Jan-23,,Production Technician I,Olivia Alexander,violet.bennett@bilearner.com,24-09-1979,Fully Meets
3199,Hannah,Jacobi,22-Nov-18,,Production Technician I,Austin Burke,hannah.jacobi@bilearner.com,17-01-1978,Fully Meets
3200,Peter,Robertson,08-Jan-21,,Production Technician II,Casey Landry,peter.robertson@bilearner.com,26-07-1975,Fully Meets
3201,Josephine,Bugali,18-Nov-22,,Production Technician I,Bobby Boyd,josephine.bugali@bilearner.com,16-07-1984,Fully Meets
3202,Dallas,Leach,21-Jun-20,23-Jun-23,Production Technician I,Andrea Walls,dallas.leach@bilearner.com,28-03-1999,Fully Meets
3203,Marianne,Eaton,19-Jan-21,11-Sep-22,Production Technician I,John Lutz,marianne.eaton@bilearner.com,10-09-1961,Fully Meets
3204,Bruno,Rossetti,04-Jun-23,,Production Technician I,Dominique Espinoza,bruno.rossetti@bilearner.com,12-11-1959,Fully Meets
3205,Roxana,Goyal,13-Aug-20,17-Sep-21,Production Technician I,Roy Bradshaw,roxana.goyal@bilearner.com,02-02-1988,Fully Meets
3206,Thomas,Barbara,06-Sep-19,,Production Technician I,Bonnie Clayton,thomas.barbara@bilearner.com,16-03-1961,Fully Meets
3207,Lynn,O'hare,27-Mar-22,,Production Technician I,Maria Nelson,lynn.o'hare@bilearner.com,28-08-1981,Fully Meets
3208,Abdellah,Veera,25-Dec-20,08-Mar-23,Production Technician I,Jeffrey Gray,abdellah.veera@bilearner.com,04-09-1973,Fully Meets
3209,Daniel,Davis,24-Apr-21,,Production Technician II,Jennifer Baker,daniel.davis@bilearner.com,17-03-1983,Fully Meets
3210,Barbara M,Stanford,12-May-20,,Production Technician I,Jessica Scott,barbara m.stanford@bilearner.com,13-06-1993,Fully Meets
3211,Phylicia,Gosciminski,23-May-23,,Production Technician II,Pamela Wilson,phylicia.gosciminski@bilearner.com,26-08-1955,Fully Meets
3212,Mohammed,Latif,27-Dec-20,22-May-22,Production Technician II,Matthew Brown,mohammed.latif@bilearner.com,30-06-1972,Fully Meets
3213,Hamish,Garneau,17-Nov-18,27-Dec-19,Production Technician I,Brandy Ferguson,hamish.garneau@bilearner.com,28-06-1952,Fully Meets
3214,Morissa,Power,16-Jul-19,,Production Technician I,Danielle Green,morissa.power@bilearner.com,22-12-1972,Fully Meets
3215,Jason,Woodson,25-Jan-20,,Production Technician II,Jeffery Patterson,jason.woodson@bilearner.com,03-06-1973,Fully Meets
3216,Janine,Purinton,16-Aug-21,,Production Technician I,Margaret Murphy MD,janine.purinton@bilearner.com,28-02-1972,Fully Meets
3217,Sarah,Akinkuolie,20-Jan-19,01-Oct-19,Production Technician II,Karen Munoz,sarah.akinkuolie@bilearner.com,28-09-1968,Fully Meets
3218,Spencer,Cole,04-Sep-18,,Production Technician I,Michael Kelly,spencer.cole@bilearner.com,13-07-1971,Fully Meets
